answer_llm,answer_orig,document,question,course
"To fix the error occurring due to version incompatibility between Flask and Werkzeug, you can pin the version of Flask to an older version that is compatible with the version of Werkzeug you are using. You can do this by running the command: pipenv install Flask==2.1.3. This will ensure that the versions of Flask and Werkzeug are compatible and should resolve the issue you are facing.","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,How can I fix an error occurring due to version incompatibility between Flask and Werkzeug?,machine-learning-zoomcamp
The versions of Flask and Werkzeug causing the 'unbound_message' TypeError were Flask version 2.2.2 and Werkzeug version 2.2.2.,"Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,What versions of Flask and Werkzeug were causing the 'unbound_message' TypeError?,machine-learning-zoomcamp
"To solve the TypeError related to Flask version issues, Bhaskar Sarma suggested pinning the version of Flask to an older version by running `pipenv install Flask==2.1.3` to ensure compatibility with the older version of Werkzeug.","Problem Description:
In video 10.3, when I was testing a flask service, I got the above error. I ran docker run .. in one terminal. When in second terminal I run python gateway.py, I get the above error.
Solution: This error has something to do with versions of Flask and Werkzeug. I got the same error, if I just import flask with from flask import Flask.
By running pip freeze > requirements.txt,I found that their versions are Flask==2.2.2 and Werkzeug==2.2.2. This error appears while using an old version of werkzeug (2.2.2) with new version of flask (2.2.2). I solved it by pinning version of Flask into an older version with pipenv install Flask==2.1.3.
Added by Bhaskar Sarma",d6d483ce,What steps did Bhaskar Sarma suggest to solve the TypeError related to Flask version issues?,machine-learning-zoomcamp
You should use the command `aws ecr get-login-password` instead of `aws ecr get-login --no-include-email` to get the password from aws-cli. This will resolve the invalid choice error you are facing.,"As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,What should I do when I get 'aws: error: argument operation: Invalid choice' while using 'aws ecr get-login --no-include-email'?,machine-learning-zoomcamp
"You can find the AWS documentation related to AWS ECR login issues at https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html. The recommended command is `aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com` or you can run `aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""` if you have a default region configured.","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,Where can I find the AWS documentation related to AWS ECR login issues?,machine-learning-zoomcamp
"To log in to AWS ECR with a default region configured, you can use the following command:
```bash
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
```","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,How can I login to AWS ECR if I have a default region configured?,machine-learning-zoomcamp
"The alternative command to filter a dataset by using its values is `df = df[df['ocean_proximity'].isin(['<1H OCEAN', 'INLAND'])]`.","As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,What is the alternative command if the region is configured by default?,machine-learning-zoomcamp
The detailed solution for the AWS ECR login issue was added by Martin Uribe.,"As per AWS documentation:
https://docs.aws.amazon.com/AmazonECR/latest/userguide/docker-push-ecr-image.html
You need to do: (change the fields in red)
aws ecr get-login-password --region region | docker login --username AWS --password-stdin aws_account_id.dkr.ecr.region.amazonaws.com
Alternatively you can run the following command without changing anything given you have a default region configured
aws ecr get-login-password --region $(aws configure get region) | docker login --username AWS --password-stdin ""$(aws sts get-caller-identity --query ""Account"" --output text).dkr.ecr.$(aws configure get region).amazonaws.com""
Added by Humberto Rodriguez",f9711723,Who added the detailed solution for the AWS ECR login issue?,machine-learning-zoomcamp
"The solution for the TensorFlow Serving error on Apple M1 Mac is to use the command `docker pull emacski/tensorflow-serving:latest` and then run it with `docker run -it --rm -p 8500:8500 -v $(pwd)/clothing-model:/models/clothing-model/1 -e MODEL_NAME=""clothing-model"" emacski/tensorflow-serving:latest-linux_arm64`. More information can be found on the GitHub page: https://github.com/emacski/tensorflow-serving-arm.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,What is the solution for the TensorFlow Serving error on Apple M1 Mac?,machine-learning-zoomcamp
"You can solve the error caused by 'libprotobuf FATAL' while downloading tensorflow/serving:2.7.0 on Apple M1 Mac by running the following commands:
1. Pull the image with:
docker pull emacski/tensorflow-serving:latest
2. Then run the image with:
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,How can I solve the error caused by 'libprotobuf FATAL' while downloading tensorflow/serving:2.7.0?,machine-learning-zoomcamp
The recommended Docker image to use for TensorFlow Serving on an M1 Mac is bitnami/tensorflow-serving:2.,"While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,What is the recommended Docker image to use for TensorFlow Serving on an M1 Mac?,machine-learning-zoomcamp
You can find more information about using TensorFlow Serving on ARM architecture by visiting the GitHub repository at https://github.com/emacski/tensorflow-serving-arm.,"While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,Where can I find more information about using TensorFlow Serving on ARM architecture?,machine-learning-zoomcamp
"The solution for the TensorFlow Serving issue on Apple M1 Mac is provided by emacski, who created an alternative Docker image called emacski/tensorflow-serving:latest-linux_arm64.","While trying to run the docker code on M1:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving:2.7.0
It outputs the error:
Error:
Status: Downloaded newer image for tensorflow/serving:2.7.0
[libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
terminate called after throwing an instance of 'google::protobuf::FatalException'
what():  CHECK failed: file != nullptr:
qemu: uncaught target signal 6 (Aborted) - core dumped
/usr/bin/tf_serving_entrypoint.sh: line 3:     8 Aborted                 tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution
docker pull emacski/tensorflow-serving:latest
docker run -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
emacski/tensorflow-serving:latest-linux_arm64
See more here: https://github.com/emacski/tensorflow-serving-arm
Added by Daniel Egbo",5bda3b94,Who provided the solution for the TensorFlow Serving issue on Apple M1 Mac?,machine-learning-zoomcamp
"If you are facing an Illegal instruction error when running tensorflow/serving image on Mac M2 Apple Silicon (potentially on M1 as well), the solution is to use the `bitnami/tensorflow-serving` base image instead of `tensorflow/serving`. Launch it using either the `docker run` command or a `docker-compose.yaml` file.","Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,What should I do if I get an Illegal instruction error running tensorflow/serving on Mac M2 Apple Silicon?,machine-learning-zoomcamp
"Based on the information provided in the context, emacski's tensorflow/serving image may not work on Mac M2 (potentially on M1 as well) because the repository is not being maintained anymore. The latest image available is from 2 years ago. The solution provided is to use the bitnami/tensorflow-serving base image instead.","Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,Why does emacski's tensorflow/serving image not work on Mac M2?,machine-learning-zoomcamp
The alternative to using the tensorflow/serving image on Mac M2 Apple Silicon is to use the bitnami/tensorflow-serving base image instead.,"Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,What’s the alternative to using tensorflow/serving image on Mac M2?,machine-learning-zoomcamp
"To launch the bitnami/tensorflow-serving image using docker run, you can use the following command:

docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2","Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,How can I launch the bitnami/tensorflow-serving image using docker run?,machine-learning-zoomcamp
"Yes, you can use docker-compose to run the `bitnami/tensorflow-serving` image. The docker-compose.yaml configuration provided in the context allows you to define the service for `bitnami/tensorflow-serving:2` and specify the necessary volumes, ports, and environment variables for running TensorFlow Serving using docker-compose.","Similar to the one above but with a different solution the main reason is that emacski doesn’t seem to maintain the repo any more, the latest image is from 2 years ago at the time of writing (December 2023)
Problem:
While trying to run the docker code on Mac M2 apple silicon:
docker run --platform linux/amd64 -it --rm \
-p 8500:8500 \
-v $(pwd)/clothing-model:/models/clothing-model/1 \
-e MODEL_NAME=""clothing-model"" \
tensorflow/serving
You get an error:
/usr/bin/tf_serving_entrypoint.sh: line 3:     7 Illegal instruction     tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""
Solution:
Use bitnami/tensorflow-serving base image
Launch it either using docker run
docker run -d \
--name tf_serving \
-p 8500:8500 \
-p 8501:8501 \
-v $(pwd)/clothing-model:/bitnami/model-data/1 \
-e TENSORFLOW_SERVING_MODEL_NAME=clothing-model \
bitnami/tensorflow-serving:2
Or the following docker-compose.yaml
version: '3'
services:
tf_serving:
image: bitnami/tensorflow-serving:2
volumes:
- ${PWD}/clothing-model:/bitnami/model-data/1
ports:
- 8500:8500
- 8501:8501
environment:
- TENSORFLOW_SERVING_MODEL_NAME=clothing-model
And run it with
docker compose up
Added by Alex Litvinov",cccd31cf,Can I use docker-compose to run the bitnami/tensorflow-serving image?,machine-learning-zoomcamp
"If HPA doesn’t show CPU metrics, you should follow the provided solution:
- Delete HPA (kubectl delete hpa credit-hpa)
- Run: kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
- Recreate the HPA. This should resolve the CPU metrics reporting issue.","Problem: CPU metrics Shows Unknown
NAME         REFERENCE           TARGETS         MINPODS   MAXPODS   REPLICAS   AGE
credit-hpa   Deployment/credit   <unknown>/20%   1         3         1          18s
FailedGetResourceMetric       2m15s (x169 over 44m)  horizontal-pod-autoscaler  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API:
Solution:
-> Delete HPA (kubectl delete hpa credit-hpa)
-> kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
-> Create HPA
This should solve the cpu metrics report issue.
Added by Priya V",57f49999,What should I do if HPA doesn’t show CPU metrics?,machine-learning-zoomcamp
"The errors indicated for the FailedGetResourceMetric are:
1. [libprotobuf FATAL external/com_google_protobuf/src/google/protobuf/generated_message_reflection.cc:2345] CHECK failed: file != nullptr:
2. terminate called after throwing an instance of 'google::protobuf::FatalException'
3. qemu: uncaught target signal 6 (Aborted) - core dumped
4. /usr/bin/tf_serving_entrypoint.sh: line 3: 8 Aborted tensorflow_model_server --port=8500 --rest_api_port=8501 --model_name=${MODEL_NAME} --model_base_path=${MODEL_BASE_PATH}/${MODEL_NAME} ""$@""","Problem: CPU metrics Shows Unknown
NAME         REFERENCE           TARGETS         MINPODS   MAXPODS   REPLICAS   AGE
credit-hpa   Deployment/credit   <unknown>/20%   1         3         1          18s
FailedGetResourceMetric       2m15s (x169 over 44m)  horizontal-pod-autoscaler  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API:
Solution:
-> Delete HPA (kubectl delete hpa credit-hpa)
-> kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
-> Create HPA
This should solve the cpu metrics report issue.
Added by Priya V",57f49999,What are the errors indicated for the FailedGetResourceMetric?,machine-learning-zoomcamp
"To delete an HPA in Kubernetes, you can run the command `kubectl delete hpa [name-of-hpa]` as shown in the answer provided in the FAQ database under section 11. KServe.","Problem: CPU metrics Shows Unknown
NAME         REFERENCE           TARGETS         MINPODS   MAXPODS   REPLICAS   AGE
credit-hpa   Deployment/credit   <unknown>/20%   1         3         1          18s
FailedGetResourceMetric       2m15s (x169 over 44m)  horizontal-pod-autoscaler  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API:
Solution:
-> Delete HPA (kubectl delete hpa credit-hpa)
-> kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
-> Create HPA
This should solve the cpu metrics report issue.
Added by Priya V",57f49999,How do I delete an HPA in Kubernetes?,machine-learning-zoomcamp
"To resolve the CPU metrics report issue, you should apply the metrics-server.yaml file using the command 'kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml'. This should solve the CPU metrics report problem.","Problem: CPU metrics Shows Unknown
NAME         REFERENCE           TARGETS         MINPODS   MAXPODS   REPLICAS   AGE
credit-hpa   Deployment/credit   <unknown>/20%   1         3         1          18s
FailedGetResourceMetric       2m15s (x169 over 44m)  horizontal-pod-autoscaler  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API:
Solution:
-> Delete HPA (kubectl delete hpa credit-hpa)
-> kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
-> Create HPA
This should solve the cpu metrics report issue.
Added by Priya V",57f49999,What file should I apply to resolve the CPU metrics report issue?,machine-learning-zoomcamp
The solution for the HPA CPU metrics problem was provided by Priya V.,"Problem: CPU metrics Shows Unknown
NAME         REFERENCE           TARGETS         MINPODS   MAXPODS   REPLICAS   AGE
credit-hpa   Deployment/credit   <unknown>/20%   1         3         1          18s
FailedGetResourceMetric       2m15s (x169 over 44m)  horizontal-pod-autoscaler  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API:
Solution:
-> Delete HPA (kubectl delete hpa credit-hpa)
-> kubectl apply -f https://raw.githubusercontent.com/pythianarora/total-practice/master/sample-kubernetes-code/metrics-server.yaml
-> Create HPA
This should solve the cpu metrics report issue.
Added by Priya V",57f49999,Who provided the solution for the HPA CPU metrics problem?,machine-learning-zoomcamp
"If you encounter errors with Istio during KServe installation because Istio is failing to update resources and you are on kubectl version > 1.25.0, you can resolve this by editing the file ""quick_install.bash"" after downloading it without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website and then run the bash script.","Problem description:
Running this:
curl -s ""https://raw.githubusercontent.com/kserve/kserve/release-0.9/hack/quick_install.sh"" | bash
Fails with errors because of istio failing to update resources, and you are on kubectl > 1.25.0.
Check kubectl version with kubectl version
Solution description
Edit the file “quick_install.bash” by downloading it with curl without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website.
Run the bash script now.
Added by Andrew Katoch",5cb58698,What should I do if I encounter errors with istio during KServe installation?,machine-learning-zoomcamp
"To check your kubectl version, you can run the command ""kubectl version"" in your terminal. This will display the version of kubectl that you have installed on your system.","Problem description:
Running this:
curl -s ""https://raw.githubusercontent.com/kserve/kserve/release-0.9/hack/quick_install.sh"" | bash
Fails with errors because of istio failing to update resources, and you are on kubectl > 1.25.0.
Check kubectl version with kubectl version
Solution description
Edit the file “quick_install.bash” by downloading it with curl without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website.
Run the bash script now.
Added by Andrew Katoch",5cb58698,How can I check my kubectl version?,machine-learning-zoomcamp
"The errors when running the quick_install.sh script for KServe are caused by istio failing to update resources, and you are on kubectl version > 1.25.0.","Problem description:
Running this:
curl -s ""https://raw.githubusercontent.com/kserve/kserve/release-0.9/hack/quick_install.sh"" | bash
Fails with errors because of istio failing to update resources, and you are on kubectl > 1.25.0.
Check kubectl version with kubectl version
Solution description
Edit the file “quick_install.bash” by downloading it with curl without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website.
Run the bash script now.
Added by Andrew Katoch",5cb58698,What causes the errors when running the quick_install.sh script for KServe?,machine-learning-zoomcamp
"To resolve Istio updating issues, you should edit the ""quick_install.sh"" file by downloading it with curl without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website, and then run the bash script.","Problem description:
Running this:
curl -s ""https://raw.githubusercontent.com/kserve/kserve/release-0.9/hack/quick_install.sh"" | bash
Fails with errors because of istio failing to update resources, and you are on kubectl > 1.25.0.
Check kubectl version with kubectl version
Solution description
Edit the file “quick_install.bash” by downloading it with curl without running bash. Edit the versions of Istio and Knative as per the matrix on the KServe website.
Run the bash script now.
Added by Andrew Katoch",5cb58698,How should I edit the quick_install.sh file to resolve istio updating issues?,machine-learning-zoomcamp
