question,answer_llm,answer_orig,document
"Is the capstone project done individually, or do we work in a team?","The capstone is a solo project, not a team project.","No, the capstone is a solo project.",0fab61eca2
"Do we need to collaborate with other students on the capstone, or is it meant to be completed alone?","The capstone is meant to be completed alone. It is a solo project, not a group project.","No, the capstone is a solo project.",0fab61eca2
"Can the capstone be a group effort, or must each student submit their own project?","The capstone must be an individual project, not a group effort. Each student submits their own solo capstone.","No, the capstone is a solo project.",0fab61eca2
"Should I expect to form a group for the capstone project, or is it strictly individual work?","It’s strictly individual work: the capstone is a solo project, not a group project.","No, the capstone is a solo project.",0fab61eca2
"For the final capstone, do students submit one project per person rather than a shared group project?","Yes — the capstone is a solo, individual project, not a shared group project.","No, the capstone is a solo project.",0fab61eca2
"Can I treat the competition as my capstone project, or are they considered separate things?","No — the competition does **not** count as the capstone project. They are **separate**.

The capstone is a **solo project**, while the competition can be done **as a group** if you want.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is it allowed to join the math-kaggle-llm-competition with a team, and how does that differ from the capstone requirement?","Yes, you can join the **math-kaggle-llm-competition as a group/team**.

That is different from the **capstone requirement**, which is **individual/solo only**. The competition does **not** count as the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I participate in the competition, does that satisfy the capstone, or do I still need to do the capstone on my own?","No. Participating in the competition does **not** satisfy the capstone.

The capstone is an **individual attempt**, though you can join the competition as a group if you want.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can students team up for the math-kaggle-llm-competition while the capstone project remains individual?,"Yes — students can team up for the **math-kaggle-llm-competition**, but the **capstone project must be individual**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
What is the relationship between the competition and the capstone—does entering the competition replace the capstone or not?,"No — entering the competition does **not** replace the capstone.

The competition is separate, and the **capstone must still be done as an individual/solo project**. You can join the competition in a group if you want, but it does not count as the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` when I start my Streamlit app with `docker-compose`, even though it works outside Docker?","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What do I need to add or check in my Docker setup so `docker-compose` can run a Streamlit app without the OCI runtime error?,"To fix the OCI runtime error in `docker-compose`, you need to:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration so the container knows how to run it.
3. Rebuild and start the containers with:

```bash
docker-compose up --build
```

If you want, I can also help you check whether your `Dockerfile` and `docker-compose.yml` are set up correctly.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Do I need a `Dockerfile` for a Streamlit app launched with `docker-compose`, and what should I do if I forgot to create one?","Yes — for a Streamlit app run with `docker-compose`, you should have a `Dockerfile`.

If you forgot to create one, do this:

1. Create a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

If you want, I can also help you write a minimal `Dockerfile` and `docker-compose.yml` for Streamlit.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"After updating my `docker-compose` file to include Streamlit, what is the correct command to rebuild the image and start the container again?",`docker-compose up --build`,"To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
My Streamlit app runs normally on my machine but fails in `docker-compose` with a missing executable error; what is the fix in the Docker configuration?,"The fix is to make sure your Docker setup includes a `Dockerfile` and that `streamlit` is specified in your `docker-compose` configuration, then rebuild the containers:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How will my capstone project be judged after I submit it?,"Your capstone will be judged by **three randomly assigned fellow students** who also submitted the project. You’ll also have to **grade three other students’ projects** yourself.

Your final grade will be the **median** of the three peer-review scores.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who is assigned to review each submitted capstone project?,Each submitted capstone project is reviewed by **three randomly assigned students who have also submitted the project**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to grade other students’ capstone projects as well?,Yes. You’re expected to grade three fellow students’ capstone projects as part of the peer-review process.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I do not complete the required peer grading for the capstone?,"If you do not participate in the peer review of three peers in your cohort, your submission does not count toward certification, and you may fail to achieve the Certificate at the end of the course.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final capstone score calculated from the reviewers’ grades?,The final capstone grade is the **median** of the grades given by the three peer reviewers.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the deadline for submissions passes, what happens with project review assignments for each participant?","After the submission deadline passes, an Excel sheet is shared with **3 projects assigned to each participant** for review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"How many projects does each participant get assigned to review or grade, and in what format will that information be shared?","Each participant gets assigned **3 projects** to review or grade.

That information will be shared in an **Excel sheet** after the submission deadline has passed.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will project review assignments be given before or after the submission deadline, and how are they distributed?","Project review assignments will be given **after the submission deadline has passed**. They are distributed via an **Excel sheet**, and **3 projects are assigned to each participant**.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What should I expect once the project submission deadline has ended regarding grading assignments?,"Once the submission deadline has passed, an Excel sheet will be shared, and each participant will be assigned 3 projects to review/grading. You won’t choose the projects yourself.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Is there an Excel sheet used for assigning capstone project reviews, and how many projects will it list per participant?","Yes. After the submission deadline, an Excel sheet will be shared for assigning reviews, and it will list 3 projects per participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"How can I make sure a user can give feedback only once per submission, with just one +1 or -1 vote allowed?","Use session state so each submission can be voted on only once, and disable the +1/-1 buttons after a vote is cast. The issue mentioned in the context is with `st.session.submitted` being reassigned to `True` again even after one feedback button is pressed, so the fix is to prevent that reassignment.

A solved reference is available here:
[Streamlit Discuss solution](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does my feedback button stay disabled or re-enable even though `st.session.submitted` should remain false after I press it?,I don’t know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
What should I check when `st.session.submitted` gets set back to True after one of the feedback buttons is clicked?,I don't know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known fix for the issue where Streamlit session state seems to reassign `submitted` unexpectedly after feedback is given?,"Yes. The known fix is linked in the Streamlit Discuss solution for this issue:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Where can I find the recommended solution for the Streamlit session attribute problem related to one-time feedback per submission?,"You can find it on **Streamlit Discuss** here:

[Streamlit session attributes reassigned somewhere](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"I submitted my capstone project already, but I still can’t see anything to review — when will projects be assigned for evaluation?","Projects will be assigned **after the submission deadline has passed**. At that point, an **Excel sheet** will be shared, and **3 projects will be assigned to each participant** for evaluation. You can’t choose which ones to review, and nothing will appear before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline passes, do I get to pick which projects I evaluate, or are they assigned automatically?","They’re assigned automatically. After the submission deadline passes, an Excel sheet will be shared with 3 projects assigned to each participant, and you can’t choose which projects to evaluate.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why am I unable to start reviewing other projects before the project list is released?,"You can’t start reviewing other projects until after the submission deadline, because projects are only assigned for evaluation once the deadline has passed. You also can’t choose which projects to review—the list is released to you later.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Does submitting my own project unlock the ability to review projects right away, or is there another waiting period?","No. Submitting your own project does **not** let you review projects immediately.

You can only start reviewing **after the submission deadline has passed** and the project list has been released/assigned to participants.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"If the deadline has passed, what determines when I’ll get projects to evaluate in the capstone project?","After the submission deadline has passed, an Excel sheet will be shared and you’ll be assigned 3 projects to evaluate. You can’t choose them, and you can’t review anything before that list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone assignment?,"You can look at the GitHub page linked here for project ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with suggested datasets and topics I can use for my project?,"Yes — the context points to a GitHub page with several suggested ideas and datasets for the capstone project:

[https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)

It also includes tips and guidelines for the project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What resource should I check if I need help choosing an idea for the capstone project?,I don't know.,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Do you have a link that lists possible project datasets and some guidance?,"Yes — check this GitHub page for several project ideas and datasets, plus tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Where can I find tips, guidelines, and example datasets for the course project?","You can find tips, guidelines, and example datasets on the course project GitHub page: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"For the capstone project, is an orchestration tool like Airflow, Mage, or Kestra required, or is a plain Python script enough for the ingestion pipeline?","No. A plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. Use an orchestrator like Airflow, Mage, or Kestra only if it genuinely fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion flow in a Jupyter notebook instead of a Python script, how many points would that be worth for the ingestion pipeline criterion?",A Jupyter notebook with the same ingestion steps is worth **1 point** for the ingestion pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"When would it make sense to use an orchestrator in the capstone project, rather than avoiding one completely?","It makes sense to use an orchestrator only if it genuinely fits the project’s needs—for example, if you have a recurring ingestion pipeline that updates daily. Otherwise, for the capstone, a plain Python script is enough, and you shouldn’t add an orchestrator just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestration tool only to satisfy the capstone scoring rubric, or only when it matches the project needs?","Only when it matches the project needs. You don’t need an orchestration tool just to satisfy the rubric — a plain Python ingestion script is enough for full points on the ingestion pipeline criterion. Use an orchestrator only if it genuinely makes sense for your project, like recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"For a data source that gets updated every day, would using an orchestrator be a reasonable choice in the capstone project?","Yes — for a data source that updates daily, using an orchestrator would be a reasonable choice **if it actually fits your project**.

The context specifically says to use an orchestrator only for cases like **recurring ingestion of a feed that updates daily**. It also says you **don’t need** one just to satisfy the capstone criterion; a plain Python script is enough.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG system when I don't have obvious Q&A ground truth labels?,"Use two complementary evaluation methods:

1. **Synthetic ground truth**
   - For each item in your dataset, prompt an LLM with the item’s description.
   - Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
   - Run those queries through your retriever/RAG system.
   - Measure **hit rate, MRR, or NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG pipeline.
   - Have an LLM score the output on a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

For recommender-style ranking problems, **NDCG is often a better fit than hit rate**, because it rewards putting good items near the top even if there are multiple acceptable answers.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What is a practical way to create synthetic ground truth for retrieval evaluation in a recommendation setting?,"A practical way is to have an LLM generate synthetic user queries from each item’s description. For each item in your dataset, prompt the model to produce about 5 queries that should retrieve that item as the top result, then use those queries as your ground-truth set for evaluation.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM to generate test queries from each item description and then measure retrieval quality?,"Use the **synthetic ground truth** approach:

1. For each item in your dataset, prompt the LLM with the item’s description.
2. Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
3. Run those generated queries through your retrieval system.
4. Measure retrieval quality with metrics like **hit rate**, **MRR**, or **NDCG**.

For ranking-style problems, **NDCG** is often a better fit than hit rate because it rewards good items appearing high in the ranking, not just at rank 1.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For end-to-end evaluation of a recommender RAG, how can an LLM act as a judge and what rubric should I use?","For **end-to-end evaluation** of a recommender-style RAG, you can use an **LLM as a judge** by:

1. **Sampling queries**
2. Running the **full RAG pipeline**
3. Asking an LLM to **rate the output** for **relevance/usefulness** using a **fixed rubric**

A good rubric is a **1–5 scale** with criteria you define in the prompt, for example:

- **5** = highly relevant, clearly useful, matches the user intent very well
- **4** = mostly relevant, useful, minor issues
- **3** = somewhat relevant, partially useful
- **2** = weakly relevant, mostly not useful
- **1** = irrelevant or incorrect

You should make the rubric explicit in the prompt and keep it consistent across evaluations.

For recommender-style RAG, **NDCG** is often a better retrieval metric than hit-rate, because multiple items may be acceptable and it rewards getting good items ranked higher rather than only checking whether the top result is correct.

If you want, I can also help you draft a concrete judge prompt.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"When multiple retrieved items could be acceptable, why is NDCG often a better metric than hit rate?","NDCG is often better than hit rate because it accounts for **ranking quality** when **more than one retrieved item could be a valid answer**.

- **Hit rate** only checks whether a correct item appears somewhere in the results.
- **NDCG** gives **more credit to relevant items that appear higher** in the list, and can reward multiple acceptable items with different importance.

So in ranking-style tasks with multiple acceptable answers, NDCG is more informative than a simple yes/no hit.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Can I use the workshop content in my own capstone project, since dlt is open-source?","Yes — since dlt is open-source, you can use the workshop content in your capstone project. The workshop explicitly says you can use it directly in your projects and even for other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay to reuse these workshop materials for another Zoomcamp project, such as MLOps?","Yes. Since dlt is open-source, you can use the workshop materials in your own projects, including another Zoomcamp project like MLOps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Does the workshop allow me to apply dlt directly in my own projects without restrictions?,"Yes — the workshop materials say you can use dlt directly in your own projects. Since dlt is open-source, you can use it for your capstone and even for other Zoomcamp projects, with no restriction mentioned in the context.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I have questions about using the materials in a project, can I ask about it?","Yes — feel free to ask questions about using the workshop materials in your projects. Since dlt is open-source, you can use the workshop content for a capstone project and even in other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Are these workshop resources meant only for the workshop, or can I use them more broadly in my work?","Yes — they can be used more broadly in your work. Since dlt is open-source, the workshop content can be used for capstone projects and even in other Zoomcamp projects. Feel free to use it directly in your own projects and ask questions.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"For a large corpus with long PDFs and lots of paragraphs, what chunking approach should I start with before trying anything more advanced?","Start simple: use fixed-size chunking, around 1000 tokens with some overlap. Then run a small ground-truth eval and iterate from there.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"How can I split documents into more meaningful chunks than fixed-size windows, and is it worth asking an LLM to do the splitting?","You can split documents into more meaningful chunks by using a semantic or structure-aware splitting strategy instead of fixed-size windows. For example, split by sections, paragraphs, headings, or other natural boundaries so each chunk stays coherent.

As for asking an LLM to do the splitting: it’s generally **not worth it**. It adds extra cost, latency, and complexity, and simpler deterministic methods are usually good enough for chunking.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I create a short summary for every chunk and use it in retrieval, and if so how does that help?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"When the documents are long and structured, like legal or financial PDFs, why would hybrid search be better than only dense embeddings?","Hybrid search is better for long, structured documents because it combines:

- **BM25 / keyword matching** for exact terms, names, clause numbers, and legal/financial wording
- **Dense embeddings** for semantic similarity

With only dense embeddings, you can lose **exact wording**, which matters a lot in legal or financial PDFs where a query may depend on specific phrases, identifiers, or section text. Hybrid search helps catch both the **meaning** and the **exact text**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
